season,week,celebrity_name,judge_score,fan_votes_estimate,fan_votes_pct,was_eliminated,method,fan_votes_min,fan_votes_max,fan_votes_std
1,2,John O'Hurley,26.0,595159.2179536378,5.951592179536378,False,rank,,,
1,2,Kelly Monaco,17.0,4016901.5343625015,40.16901534362501,False,rank,,,
1,2,Evander Holyfield,14.0,4101326.521760471,41.01326521760471,False,rank,,,
1,2,Rachel Hunter,24.0,179171.7018467923,1.791717018467923,False,rank,,,
1,2,Joey McIntyre,21.0,1056047.4808977586,10.560474808977586,False,rank,,,
1,2,Trista Sutter,19.0,51393.54317883966,0.5139354317883966,True,rank,,,
1,3,John O'Hurley,24.0,2027091.1545481307,20.27091154548131,False,rank,,,
1,3,Kelly Monaco,21.0,4962592.610864061,49.62592610864062,False,rank,,,
1,3,Evander Holyfield,13.0,146430.32901147314,1.4643032901147317,True,rank,,,
1,3,Rachel Hunter,26.0,731892.794272693,7.318927942726932,False,rank,,,
1,3,Joey McIntyre,22.0,2131993.111303641,21.319931113036414,False,rank,,,
1,4,John O'Hurley,21.0,3085259.356345295,30.852593563452952,False,rank,,,
1,4,Kelly Monaco,26.0,912834.7120275737,9.128347120275738,False,rank,,,
1,4,Rachel Hunter,25.0,4466.391194104289,0.04466391194104289,True,rank,,,
1,4,Joey McIntyre,20.0,5997439.540433027,59.974395404330274,False,rank,,,
2,2,Tatum O'Neal,17.0,94200.67858208237,0.9420067858208236,True,rank,,,
2,2,Tia Carrere,22.0,1023902.8953845967,10.239028953845965,False,rank,,,
2,2,George Hamilton,22.0,1344851.8757767281,13.448518757767278,False,rank,,,
2,2,Lisa Rinna,20.0,1122610.4765683499,11.226104765683496,False,rank,,,
2,2,Stacy Keibler,29.0,914967.1377025216,9.149671377025214,False,rank,,,
2,2,Jerry Rice,23.0,851004.3948843831,8.51004394884383,False,rank,,,
2,2,Giselle Fernandez,24.0,1994595.6834988194,19.94595683498819,False,rank,,,
2,2,Master P,16.0,2404872.7380112354,24.04872738011235,False,rank,,,
2,2,Drew Lachey,27.0,248994.11959128472,2.489941195912847,False,rank,,,
2,3,Tia Carrere,26.0,704428.1734542816,7.044281734542817,False,rank,,,
2,3,George Hamilton,22.0,2157644.5838465067,21.576445838465066,False,rank,,,
2,3,Lisa Rinna,25.0,480384.596061098,4.80384596061098,False,rank,,,
2,3,Stacy Keibler,27.0,424875.4501706488,4.248754501706488,False,rank,,,
2,3,Jerry Rice,19.0,1148596.8865353195,11.485968865353195,False,rank,,,
2,3,Giselle Fernandez,22.0,401818.88096097286,4.018188809609729,True,rank,,,
2,3,Master P,14.0,3624076.8821371873,36.24076882137187,False,rank,,,
2,3,Drew Lachey,27.0,1058174.546833985,10.58174546833985,False,rank,,,
2,4,Tia Carrere,25.0,1635067.062106946,16.350670621069458,False,rank,,,
2,4,George Hamilton,21.0,2513230.5997651005,25.132305997651,False,rank,,,
2,4,Lisa Rinna,26.0,1756891.726733026,17.56891726733026,False,rank,,,
2,4,Stacy Keibler,26.0,1379606.9766708782,13.79606976670878,False,rank,,,
2,4,Jerry Rice,24.0,1920904.9319402324,19.20904931940232,False,rank,,,
2,4,Master P,8.0,298075.02535449376,2.980750253544937,True,rank,,,
2,4,Drew Lachey,28.0,496223.67742932326,4.962236774293231,False,rank,,,
2,5,Tia Carrere,22.0,112273.5181310273,1.122735181310273,True,rank,,,
2,5,George Hamilton,24.0,4113143.510688983,41.13143510688983,False,rank,,,
2,5,Lisa Rinna,25.0,1187414.3782155411,11.87414378215541,False,rank,,,
2,5,Stacy Keibler,30.0,1894869.4801763787,18.94869480176379,False,rank,,,
2,5,Jerry Rice,23.0,2114697.521775707,21.14697521775707,False,rank,,,
2,5,Drew Lachey,27.0,577601.591012362,5.77601591012362,False,rank,,,
2,6,George Hamilton,23.0,858917.5603621859,8.58917560362186,True,rank,,,
2,6,Lisa Rinna,27.0,3132756.934005358,31.32756934005358,False,rank,,,
2,6,Stacy Keibler,30.0,1624215.8465680673,16.242158465680674,False,rank,,,
2,6,Jerry Rice,23.0,3168169.819192024,31.681698191920237,False,rank,,,
2,6,Drew Lachey,30.0,1215939.839872364,12.159398398723638,False,rank,,,
2,7,Lisa Rinna,26.5,2089608.545962193,20.89608545962193,True,rank,,,
2,7,Stacy Keibler,27.5,2442027.4882476497,24.420274882476498,False,rank,,,
2,7,Jerry Rice,20.5,2974919.4912274578,29.74919491227458,False,rank,,,
2,7,Drew Lachey,27.5,2493444.474562699,24.93444474562699,False,rank,,,
3,2,Harry Hamlin,21.0,999997.6300789255,9.999976300789257,False,percent,198529.48325752374,4557231.875407977,1065487.907378953
3,2,Vivica A. Fox,24.0,999999.9789369561,9.999999789369564,False,percent,41788.00068840376,4524048.92449064,895634.6861278687
3,2,Monique Coleman,26.0,1000000.2232326424,10.000002232326425,False,percent,30711.587301933356,2749266.6101327827,763902.8850619677
3,2,Joey Lawrence,29.0,1000000.1697071309,10.00000169707131,False,percent,6134.969365587778,3009249.1298772455,724381.6299114248
3,2,Mario Lopez,21.0,999997.6300789255,9.999976300789257,False,percent,192808.34815617444,4135071.917213114,967107.5615895058
3,2,Emmitt Smith,24.0,999999.9789369561,9.999999789369564,False,percent,11132.813542094083,3725372.491285534,866634.1131431282
3,2,Shanna Moakler,22.0,929786.3337941241,9.297863337941243,True,percent,2919.948181611106,467454.6288954161,98391.7266193749
3,2,Willa Ford,23.0,999999.3074127759,9.999993074127762,False,percent,142643.29815347382,3796038.9386521843,830802.4353863
3,2,Sara Evans,21.0,999997.6300789255,9.999976300789257,False,percent,70145.11731005892,4622782.662172575,973686.605177065
3,2,Jerry Springer,19.0,1070221.117742637,10.70221117742637,False,percent,214738.3988645851,3222121.721099265,800753.8483349073
3,3,Harry Hamlin,22.0,1033638.1328142915,10.336381328142918,True,percent,1446.9321163035509,565219.3832348053,125614.12053021806
3,3,Vivica A. Fox,27.0,1111111.1408599478,11.111111408599482,False,percent,13693.857402511183,5119618.286775612,987946.9259803708
3,3,Monique Coleman,27.0,1111111.1408599478,11.111111408599482,False,percent,8345.19627724519,5151205.682432847,882943.5925688787
3,3,Joey Lawrence,22.0,1111112.7383656257,11.111127383656262,False,percent,31866.842432084348,4903520.787371765,1123818.4348315047
3,3,Mario Lopez,22.0,1111112.7383656257,11.111127383656262,False,percent,45407.404681772205,5047428.739841421,1091792.6202008289
3,3,Emmitt Smith,19.0,1188565.673637264,11.885656736372644,False,percent,191904.32134581485,4787281.075738056,969040.5101067213
3,3,Willa Ford,22.0,1111112.7383656257,11.111127383656262,False,percent,98498.62123740562,6360164.698752499,1275952.1496762626
3,3,Sara Evans,25.0,1111111.1360185537,11.111111360185541,False,percent,2924.077588142701,4452990.351123504,1096462.0560063364
3,3,Jerry Springer,21.0,1111124.5607131151,11.111245607131155,False,percent,146531.90664900953,4948361.486030581,982350.3004319838
3,4,Vivica A. Fox,24.0,1142324.9326626072,11.423249326626078,True,percent,1471.4432794208349,738828.0213306182,178723.88477114466
3,4,Monique Coleman,24.0,1249998.3865994236,12.499983865994244,False,percent,92703.25904490218,5759297.409473084,1356277.0403749247
3,4,Joey Lawrence,27.0,1249999.0537788817,12.499990537788824,False,percent,40917.733945986394,5260581.92634554,990335.345932464
3,4,Mario Lopez,29.0,1249999.302028889,12.499993020288898,False,percent,10318.290251655257,4923818.925080778,948244.7108558095
3,4,Emmitt Smith,24.0,1249998.3865994236,12.499983865994244,False,percent,124940.75901930175,4723519.683400768,1131369.0176718761
3,4,Willa Ford,28.0,1249999.1927348934,12.49999192734894,False,percent,4634.153540621078,3404576.388372627,864866.8283328264
3,4,Sara Evans,20.0,1354345.1420567948,13.543451420567957,False,percent,269560.7752730544,6491600.212053773,1191026.4422528106
3,4,Jerry Springer,22.0,1253335.6035390815,12.533356035390822,False,percent,150358.33610311043,6943334.721853109,1394315.1806093527
3,5,Monique Coleman,27.0,1428570.9216430753,14.285709216430758,False,percent,363058.1499330973,5372674.566920114,1082760.8433836496
3,5,Joey Lawrence,25.0,1431071.8335589836,14.310718335589842,False,percent,213750.45558274546,4643566.7942503365,992935.5743821833
3,5,Mario Lopez,27.0,1428570.9216430753,14.285709216430758,False,percent,33785.07759086542,4383835.216847301,1116919.5266915401
3,5,Emmitt Smith,27.0,1428570.9216430753,14.285709216430758,False,percent,32820.809230751074,4370001.845143538,1037220.8033130518
3,5,Willa Ford,27.0,1310574.558006996,13.105745580069966,True,percent,1741.4063283200057,728625.9484580151,181106.99151191142
3,5,Sara Evans,24.0,1486320.4217523905,14.86320421752391,False,percent,214231.516116614,4741103.643005607,1172133.1342966864
3,5,Jerry Springer,24.0,1486320.4217524005,14.863204217524009,False,percent,201805.57264449657,6796886.508828681,1242285.547151439
3,7,Monique Coleman,27.0,2000003.4878792686,20.000034878792707,False,percent,49541.28685244575,8693947.42939961,1790468.9109986844
3,7,Joey Lawrence,28.5,1999990.8744591128,19.99990874459115,False,percent,36874.476645781695,6538650.100783252,1603445.4843097422
3,7,Mario Lopez,28.0,1999994.270012566,19.99994270012568,False,percent,22012.49302430297,8171804.055038072,1720061.3389247782
3,7,Emmitt Smith,28.5,1999990.8744591128,19.99990874459115,False,percent,66425.37072803886,7643101.158415726,1681551.4438895332
3,7,Jerry Springer,23.0,2000020.4931899286,20.000204931899308,True,percent,9776.810091566871,1813149.9466565999,386242.68584834517
3,8,Monique Coleman,26.5,2499951.310638547,24.99951310638548,True,percent,502.65580448782,1888353.620324105,466208.51506373676
3,8,Joey Lawrence,27.0,2500030.4018575163,25.00030401857517,False,percent,156970.45549259384,8609448.613956543,1983096.264796141
3,8,Mario Lopez,28.5,2499987.885773025,24.99987885773026,False,percent,11805.26956905715,8296215.64630519,1831892.9578017716
3,8,Emmitt Smith,27.0,2500030.401730908,25.000304017309087,False,percent,369584.1660469479,9104484.336655166,1872768.0118599162
4,2,John Ratzenberger,21.0,909092.8238531617,9.09092823853164,False,percent,95022.88924282379,3399464.6290057246,816616.5750588683
4,2,Ian Ziering,22.0,909088.1152611985,9.090881152612008,False,percent,9874.611771737893,3672388.6524816803,779238.1992882576
4,2,Clyde Drexler,18.0,975340.7466585024,9.753407466585049,False,percent,175444.26403669367,3503528.306206824,691213.0616029432
4,2,Laila Ali,27.0,909081.3217278247,9.09081321727827,False,percent,23684.477452634714,3655957.173726965,754170.564503601
4,2,Apolo Anton Ohno,26.0,909081.2474092238,9.090812474092262,False,percent,21229.930205589193,4040211.07852594,870745.8576706361
4,2,Shandi Finnessey,20.0,909072.9884042265,9.090729884042288,False,percent,85227.79545980264,3373819.511410649,702755.1675069608
4,2,Paulina Porizkova,21.0,842891.7587017474,8.428917587017496,True,percent,151.32358289006376,405867.0884138852,82747.37787266902
4,2,Heather Mills,24.0,909082.6751191448,9.090826751191472,False,percent,4365.309688620726,3114542.0306272344,676008.913653221
4,2,Billy Ray Cyrus,21.0,909092.8238531617,9.09092823853164,False,percent,62525.93775311622,3327430.7251298157,846049.4192101646
4,2,Joey Fatone,24.0,909082.6751191448,9.090826751191472,False,percent,32094.82491561399,4291674.708451463,919245.6698325785
4,2,Leeza Gibbons,21.0,909092.8238926382,9.090928238926406,False,percent,54168.52129669059,2733773.034668846,675580.0831628891
4,3,John Ratzenberger,20.0,999985.5530748795,9.999855530748803,False,percent,196675.12702446437,3349494.9330208353,760055.3005979541
4,3,Ian Ziering,24.0,999999.8435391327,9.999998435391335,False,percent,11471.342091473878,6100718.631986139,967740.7842806873
4,3,Clyde Drexler,16.0,1119691.5925567655,11.196915925567662,False,percent,268817.41828054603,4906410.938352808,1075600.6536901991
